NAME,DIAGNOSE,TYPE
"bovine diarrhea virus, type 2",class_2,snomedct_us
hollow visceral neuropathy,class_2,snomedct_us
habit vomiting,class_2,snomedct_us
postcholecystectomy diarrhea,class_2,snomedct_us
able to communicate about nausea,class_2,snomedct_us
vomiting without nausea,class_2,snomedct_us
nausea care management,class_2,snomedct_us
hyperemesis gravidarum before end of 22 week gestation with dehydration,class_2,snomedct_us
diarrhea-negative hemolytic uremic syndrome,class_2,snomedct_us
nausea care education,class_2,snomedct_us
intractable nausea and vomiting,class_2,snomedct_us
sensation as if diarrhea will start,class_2,snomedct_us
fear of vomiting in public,class_2,snomedct_us
congenital chloride diarrhea,class_2,snomedct_us
post-vagotomy syndrome,class_2,snomedct_us
morning nausea,class_2,snomedct_us
severe diarrhea,class_2,snomedct_us
"nausea, vomiting and diarrhea",class_2,snomedct_us
prion protein systemic amyloidosis,class_2,snomedct_us
at risk of vomiting,class_2,snomedct_us
nausea present,class_2,snomedct_us
bilious vomiting following gastrointestinal surgery,class_2,snomedct_us
anti-diarrhea mucosal barrier,class_2,snomedct_us
self-induced vomiting to lose weight (disorder),class_2,snomedct_us
protracted diarrhea,class_2,snomedct_us
chronic diarrhea,class_2,snomedct_us
dehydration monitoring,class_2,snomedct_us
nausea and vomiting,class_2,snomedct_us
porcine epidemic diarrhea virus,class_2,snomedct_us
diarrhea in pregnancy,class_2,snomedct_us
"diarrhea and vomiting, symptom",class_2,snomedct_us
russell's sign,class_2,snomedct_us
nausea,class_2,snomedct_us
hypernatremic dehydration,class_2,snomedct_us
diarrhea not present,class_2,snomedct_us
alteration in bowel elimination: diarrhea,class_2,snomedct_us
chemotherapy-induced nausea and vomiting,class_2,snomedct_us
intractable diarrhea with choanal atresia and eye anomaly syndrome,class_2,snomedct_us
induction of emesis,class_2,snomedct_us
diarrhea due to alcohol intake,class_2,snomedct_us
morning vomiting,class_2,snomedct_us
nausea and vomiting status,class_2,snomedct_us
nausea care assessment,class_2,snomedct_us
post-tussive vomiting,class_2,snomedct_us
traveler's diarrhea,class_2,snomedct_us
provision of emesis basin,class_2,snomedct_us
chronic diarrhea of unknown origin,class_2,snomedct_us
bovine viral diarrhea viruses,class_2,snomedct_us
diarrhea after gastrointestinal tract surgery,class_2,snomedct_us
self-induced vomiting,class_2,snomedct_us
vomiting management,class_2,snomedct_us
diarrhea due to ingestion of unabsorbable substances,class_2,snomedct_us
"bovine diarrhea virus, noncytopathic strain",class_2,snomedct_us
postprandial diarrhea,class_2,snomedct_us
anemia caused by antineoplastic agent,class_3,snomedct_us
acute megaloblastic anemia due to dialysis,class_3,snomedct_us
pulmonary arterial hypertension associated with chronic hemolytic anemia,class_3,snomedct_us
acute megaloblastic anemia secondary to total parenteral nutrition,class_3,snomedct_us
autoimmune hemolytic anemia due to igg,class_3,snomedct_us
revesz syndrome (disorder),class_3,snomedct_us
history of anemia vitamin b12 deficient,class_3,snomedct_us
"anemia, hemolytic, congenital",class_3,snomedct_us
hapten type low affinity hemolytic anemia,class_3,snomedct_us
autoimmune hemolytic anemia mixed type,class_3,snomedct_us
hemolytic anemia due to glyceraldehyde-3-phosphate dehydrogenase deficiency,class_3,snomedct_us
x-linked sideroblastic anemia,class_3,snomedct_us
macrocytosis - no anemia,class_3,snomedct_us
acute megaloblastic anemia,class_3,snomedct_us
"folate deficiency anemia, drug-induced",class_3,snomedct_us
autosomal recessive sideroblastic anemia,class_3,snomedct_us
megaloblastic anemia due to inborn errors of metabolism,class_3,snomedct_us
anemia in the puerperium - baby delivered during previous episode of care,class_3,snomedct_us
congenital folate malabsorption anemia,class_3,snomedct_us
constitutional aplastic anemia,class_3,snomedct_us
anemia due to alloimmune destruction of transfused red cells,class_3,snomedct_us
hemolytic anemia due to vascular prosthesis,class_3,snomedct_us
refractory megaloblastic anemia,class_3,snomedct_us
transient hypoplastic anemia,class_3,snomedct_us
megaloblastic anemia due to decreased intake of vitamin b>12<,class_3,snomedct_us
"anemia, sickle cell",class_3,snomedct_us
aplastic anemia due to infection,class_3,snomedct_us
restless leg syndrome due to iron deficiency anemia,class_3,snomedct_us
anemia due to metabolic disorder,class_3,snomedct_us
x chromosome-linked pyridoxine responsive sideroblastic anemia,class_3,snomedct_us
hemoglobin sd disease,class_3,snomedct_us
hemolytic anemia due to hyperbaric oxygen,class_3,snomedct_us
anemia of thyroid dysfunction,class_3,snomedct_us
pyridoxine-responsive sideroblastic anemia,class_3,snomedct_us
mitochondrial myopathy and sideroblastic anemia,class_3,snomedct_us
sickle cell anemia with coexistent alpha-thalassemia,class_3,snomedct_us
folate deficiency anemia due to malabsorption,class_3,snomedct_us
anemia due to infection,class_3,snomedct_us
megaloblastic anemia due to chronic hemolytic anemia,class_3,snomedct_us
hnsha due to pyrimidine-5'-nucleotidase deficiency,class_3,snomedct_us
aplastic anemia with aids (acquired immunodeficiency syndrome),class_3,snomedct_us
megaloblastic anemia due to vitamin b12 deficiency secondary to intestinal disease,class_3,snomedct_us
intracorpuscular hemolytic anemia,class_3,snomedct_us
vitamin b12 deficiency anemia caused by drug,class_3,snomedct_us
dimorphic anemia,class_3,snomedct_us
late anemia of newborn due to isoimmunization,class_3,snomedct_us
mechanical hemolytic anemia,class_3,snomedct_us
"congenital dyserythropoietic anemia, type iii",class_3,snomedct_us
anemia of gonadal dysfunction,class_3,snomedct_us
anemia of pregnancy,class_3,snomedct_us
"aplastic anemia, idiopathic",class_3,snomedct_us
anemia secondary to renal failure,class_3,snomedct_us
iron-refractory iron deficiency anemia,class_3,snomedct_us
toxic aplastic anemia,class_3,snomedct_us
history of fanconi anemia,class_3,snomedct_us
aplastic anemia associated with pregnancy,class_3,snomedct_us
congenital dyserythropoietic anemia type iv,class_3,snomedct_us
hnsha due to hexokinase deficiency,class_3,snomedct_us
cold hemagglutinin disease,class_3,snomedct_us
history of hemolytic anemia,class_3,snomedct_us
anemia co-occurrent and due to chronic kidney disease stage 3,class_3,snomedct_us
normocytic hypochromic anemia,class_3,snomedct_us
"autoimmune hemolytic anemia, categorized by antibody class and/or complement",class_3,snomedct_us
megaloblastic anemia due to folate deficiency in pregnancy and lactation,class_3,snomedct_us
myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia,class_3,snomedct_us
anemia of chronic renal failure,class_3,snomedct_us
hereditary iron deficiency anemia,class_3,snomedct_us
iron deficiency anemia secondary to chronic blood loss,class_3,snomedct_us
megaloblastic anemia due to dietary causes,class_3,snomedct_us
iron deficiency anemia due to blood loss,class_3,snomedct_us
alcohol-related sideroblastic anemia,class_3,snomedct_us
megaloblastic anemia due to tropical sprue,class_3,snomedct_us
vitamin b12 deficiency anemia due to malabsorption with proteinuria,class_3,snomedct_us
hemolytic anemia due to triose phosphate isomerase deficiency,class_3,snomedct_us
deficiency anemias,class_3,snomedct_us
congenital dyserythropoietic anemia,class_3,snomedct_us
hemolytic anemia due to hexokinase deficiency,class_3,snomedct_us
constitutional aplastic anemia with malformation,class_3,snomedct_us
autoimmune hemolytic anemia due to igg plus complement,class_3,snomedct_us
"anemia, megaloblastic",class_3,snomedct_us
anemia in malignant neoplastic disease,class_3,snomedct_us
toxic hemolytic anemia,class_3,snomedct_us
megaloblastic anemia due to folate deficiency due to increased requirement,class_3,snomedct_us
hemoglobinopathy toms river,class_3,snomedct_us
drug-induced non autoimmune hemolytic anemia,class_3,snomedct_us
iron deficiency anemia in mother complicating childbirth,class_3,snomedct_us
unstable hemoglobin disease,class_3,snomedct_us
autoimmune hemolytic anemia,class_3,snomedct_us
"anemia in mother complicating pregnancy, childbirth and/or puerperium",class_3,snomedct_us
hnsha due to decreased adenosine deaminase activity,class_3,snomedct_us
hnsha due to glutathione reductase deficiency,class_3,snomedct_us
traumatic cardiac hemolytic anemia,class_3,snomedct_us
autosomal dominant aplasia and myelodysplasia,class_3,snomedct_us
anemia in end stage renal disease,class_3,snomedct_us
anemia due to disorders of nucleotide metabolism,class_3,snomedct_us
megaloblastic anemia due to error of cobalamin metabolism,class_3,snomedct_us
anemia following acute postoperative blood loss,class_3,snomedct_us
anemia due to protein deficiency,class_3,snomedct_us
hemolytic anemia due to red cell enolase deficiency,class_3,snomedct_us
autoimmune hemolytic anemia due to igm,class_3,snomedct_us
vitamin b12 deficiency anemia,class_3,snomedct_us
megaloblastic anemia due to pregnancy,class_3,snomedct_us
megaloblastic anemia due to zollinger-ellison syndrome,class_3,snomedct_us
vitamin b12 measurement,class_3,snomedct_us
drug-induced hemolytic anemia,class_3,snomedct_us
hypochromic anemia,class_3,snomedct_us
chronic idiopathic autoimmune hemolytic anemia,class_3,snomedct_us
folate deficiency anemia due to liver disorders,class_3,snomedct_us
secondary warm autoimmune hemolytic anemia,class_3,snomedct_us
refractory sideroblastic anemia,class_3,snomedct_us
"congenital sideroblastic anemia, b-cell immunodeficiency, periodic fever, developmental delay syndrome",class_3,snomedct_us
primary (idiopathic) autoimmune hemolytic anemia,class_3,snomedct_us
"drug-induced immune hemolytic anemia, hapten type",class_3,snomedct_us
anemia due to lead,class_3,snomedct_us
refractory anemias,class_3,snomedct_us
sports anemia,class_3,snomedct_us
no anemia present,class_3,snomedct_us
chicken anemia virus antibody,class_3,snomedct_us
acquired thiamine deficiency anemia,class_3,snomedct_us
megaloblastic anemia due to alcoholism,class_3,snomedct_us
hapten type high affinity hemolytic anemia,class_3,snomedct_us
refractory anemia without sideroblasts,class_3,snomedct_us
donath-landsteiner hemolytic anemia,class_3,snomedct_us
non megaloblastic anemia due to alcoholism,class_3,snomedct_us
history of autoimmune hemolytic anemia,class_3,snomedct_us
cooley's anemia,class_3,snomedct_us
anemia due to medication,class_3,snomedct_us
folate deficiency anemia due to dietary causes,class_3,snomedct_us
late anemia due to isoimmunization,class_3,snomedct_us
sickle cell anemia with high hemoglobin f,class_3,snomedct_us
congenital nonspherocytic hemolytic anemia due to inborn error of metabolism,class_3,snomedct_us
erythropoietin resistance in anemia of chronic kidney disease,class_3,snomedct_us
aplastic anemia caused by antineoplastic agent,class_3,snomedct_us
hereditary spherocytosis,class_3,snomedct_us
history of sickle cell anemia,class_3,snomedct_us
non-autoimmune hemolytic anemia,class_3,snomedct_us
hnsha due to nadh diaphorase deficiency,class_3,snomedct_us
drug-induced enzyme deficiency anemia,class_3,snomedct_us
physiological anemia of infancy,class_3,snomedct_us
secondary autoimmune hemolytic anemia co-occurrent and due to systemic lupus erythematosus,class_3,snomedct_us
anemia due to multiple mechanisms,class_3,snomedct_us
"infectious anemia virus, equine",class_3,snomedct_us
hemolytic anemia due to glutathione metabolism disorder,class_3,snomedct_us
combined deficiency anemia,class_3,snomedct_us
anemia during pregnancy - baby not yet delivered,class_3,snomedct_us
congenital megaloblastic anemia due to transcobalamin ii deficiency,class_3,snomedct_us
hemoglobin sc disease,class_3,snomedct_us
"anemia, pre-end stage renal disease on erythropoietin protocol",class_3,snomedct_us
fh: anemia,class_3,snomedct_us
anemia of parathyroid dysfunction,class_3,snomedct_us
secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis,class_3,snomedct_us
acquired iron deficiency anemia due to increased iron requirement,class_3,snomedct_us
"anemia, macrocytic",class_3,snomedct_us
anemia due to riboflavin deficiency,class_3,snomedct_us
anemia due to pentose phosphate pathway defect,class_3,snomedct_us
anemia due to substance,class_3,snomedct_us
autoimmune hemolytic anemia due to iga,class_3,snomedct_us
anemia due to insect venom,class_3,snomedct_us
pernicious anemia due to autoimmune disorder,class_3,snomedct_us
anemia due to disturbance of proliferation and/or differentiation of erythroid precursor cells,class_3,snomedct_us
aplastic anemia associated with pancreatitis,class_3,snomedct_us
secondary warm-type hemolytic anemia,class_3,snomedct_us
idiopathic sideroblastic anemia,class_3,snomedct_us
secondary autoimmune hemolytic anemia co-occurrent and due to rheumatic disorder,class_3,snomedct_us
goats' milk anemia,class_3,snomedct_us
anemia of endocrine disorder,class_3,snomedct_us
idiopathic hypochromic anemia,class_3,snomedct_us
neonatal autoimmune hemolytic anemia,class_3,snomedct_us
anemia in the puerperium - baby delivered during current episode of care,class_3,snomedct_us
anemia,class_3,snomedct_us
coombs positive hemolytic anemia,class_3,snomedct_us
normocytic normochromic anemia,class_3,snomedct_us
anemia due to diabetes mellitus,class_3,snomedct_us
hemolytic anemia due to clostridium welchii,class_3,snomedct_us
g-6-pd class iii variant anemia,class_3,snomedct_us
hemoglobin s sickling disorder with crisis,class_3,snomedct_us
normocytic anemia due to aplasia,class_3,snomedct_us
iron deficiency anemia due to celiac disease,class_3,snomedct_us
drug-induced autoimmune hemolytic anemia,class_3,snomedct_us
anemia due to chronic infectious disease,class_3,snomedct_us
secondary acquired sideroblastic anemia,class_3,snomedct_us
lubani al saleh teebi syndrome,class_3,snomedct_us
anemia of pituitary deficiency,class_3,snomedct_us
anemia due to and following chemotherapy,class_3,snomedct_us
hnsha due to phosphoglycerate kinase deficiency,class_3,snomedct_us
glucose-6-phosphate dehydrogenase variant enzyme deficiency anemia,class_3,snomedct_us
congenital anemia,class_3,snomedct_us
leukoerythroblastic anemia,class_3,snomedct_us
glucose-6-phosphate dehydrogenase deficiency anemia,class_3,snomedct_us
anemia due to unknown mechanism,class_3,snomedct_us
vitamin b12 deficiency anemia following gastrectomy,class_3,snomedct_us
primary warm-type hemolytic anemia,class_3,snomedct_us
vitamin b12 deficiency anemia due to chronic atrophic gastritis,class_3,snomedct_us
anemia due to mechanical damage,class_3,snomedct_us
coombs negative hemolytic anemia,class_3,snomedct_us
anemia due to enzymopathy,class_3,snomedct_us
vitamin b12 deficiency anemia due to dietary causes,class_3,snomedct_us
humoral immunologic aplastic anemia,class_3,snomedct_us
megaloblastic anemia due to increased requirements,class_3,snomedct_us
lethal hemolytic anemia and genital anomaly syndrome,class_3,snomedct_us
myelodysplastic syndrome with excess blasts-2,class_3,snomedct_us
iron deficiency anemia of pregnancy,class_3,snomedct_us
history of anemia,class_3,snomedct_us
dilutional anemia,class_3,snomedct_us
antibody-mediated anemia,class_3,snomedct_us
x-linked dyserythropoietic anemia with abnormal platelets and neutropenia,class_3,snomedct_us
secondary cold-type hemolytic anemia,class_3,snomedct_us
stomatocytic anemia,class_3,snomedct_us
megaloblastic anemia due to gastrectomy,class_3,snomedct_us
iron deficiency anemia,class_3,snomedct_us
"central nervous system calcification, deafness, tubular acidosis, anemia syndrome",class_3,snomedct_us
chronic acquired pure red cell aplasia,class_3,snomedct_us
anemia related to disturbed dna synthesis,class_3,snomedct_us
anemia due to membrane defect,class_3,snomedct_us
regenerative anemia,class_3,snomedct_us
perinatal jaundice due to hereditary hemolytic anemia,class_3,snomedct_us
hereditary folate deficiency anemia,class_3,snomedct_us
acquired heinz body anemia,class_3,snomedct_us
megaloblastic anemia due to exfoliative dermatitis,class_3,snomedct_us
normocytic anemia due to chronic blood loss,class_3,snomedct_us
"anemia, hemolytic, congenital nonspherocytic",class_3,snomedct_us
hereditary vitamin b12 deficiency anemia,class_3,snomedct_us
fetal anemia,class_3,snomedct_us
anemia due to copper deficiency,class_3,snomedct_us
hnsha due to phosphofructokinase deficiency,class_3,snomedct_us
megaloblastic anemia due to pancreatic insufficiency,class_3,snomedct_us
family history of sickle cell anemia,class_3,snomedct_us
chronic non-spherocytic hemolytic anemia,class_3,snomedct_us
von jaksch's anemia,class_3,snomedct_us
autoimmune hemolytic anemia due to complement,class_3,snomedct_us
"anemia, hypochromic microcytic, with iron overload",class_3,snomedct_us
idiopathic autoimmune hemolytic anemia,class_3,snomedct_us
mycoplasmal anemia,class_3,snomedct_us
"congenital dyserythropoietic anemia, type ii",class_3,snomedct_us
iron deficiency anemia due to increased requirement in infancy,class_3,snomedct_us
at risk for anemia,class_3,snomedct_us
"congenital dyserythropoietic anemia, type i",class_3,snomedct_us
"anemia, pernicious",class_3,snomedct_us
absolute anemia,class_3,snomedct_us
nonspherocytic hemolytic anemia due to deficiency of adenosinetriphosphatase,class_3,snomedct_us
hemolytic anemia due to nonlymphoid neoplasm,class_3,snomedct_us
cellular immunologic aplastic anemia,class_3,snomedct_us
anemia in chronic kidney disease stage 5,class_3,snomedct_us
autosomal-linked pyridoxine refractory sideroblastic anemia,class_3,snomedct_us
pericarditis associated with severe chronic anemia,class_3,snomedct_us
sideroblastic anemia,class_3,snomedct_us
anemia due to intrinsic red cell abnormality,class_3,snomedct_us
drug-induced sideroblastic anemia,class_3,snomedct_us
cold paroxysmal hemoglobinuria,class_3,snomedct_us
megaloblastic anemia 1,class_3,snomedct_us
anemia due to zinc deficiency,class_3,snomedct_us
anemia in neoplastic disease,class_3,snomedct_us
megaloblastic anemia due to celiac disease,class_3,snomedct_us
secondary sideroblastic anemia due to drugs and toxins,class_3,snomedct_us
family history of pernicious anemia,class_3,snomedct_us
anemia during pregnancy - baby delivered,class_3,snomedct_us
anemia associated with aids,class_3,snomedct_us
"anemia, sideroblastic, autosomal dominant",class_3,snomedct_us
anemia due to chronic kidney disease stage 1,class_3,snomedct_us
aplastic anemia co-occurrent with human immunodeficiency virus infection,class_3,snomedct_us
megaloblastic anemia due to error of folate metabolism,class_3,snomedct_us
megaloblastic anemia due to folate deficiency,class_3,snomedct_us
normocytic anemia,class_3,snomedct_us
secondary aplastic anemia,class_3,snomedct_us
hemolytic disease of fetus or newborn due to rhd isoimmunization,class_3,snomedct_us
late anemia of newborn,class_3,snomedct_us
adenosine deaminase superactivity,class_3,snomedct_us
asiderotic anemia,class_3,snomedct_us
acquired hemolytic anemia associated with aids,class_3,snomedct_us
hemolytic anemia due to pyruvate kinase deficiency,class_3,snomedct_us
megaloblastic anemia due to blind loop syndrome,class_3,snomedct_us
majeed syndrome,class_3,snomedct_us
megaloblastic anemia due to impaired absorption of folate,class_3,snomedct_us
sideropenic anemia with reticuloendothelial siderosis,class_3,snomedct_us
iron deficiency anemia secondary to inadequate dietary iron intake,class_3,snomedct_us
aplastic anemia due to drugs,class_3,snomedct_us
acute posthaemorrhagic anaemia,class_3,snomedct_us
"anemia, sideroblastic, and spinocerebellar ataxia",class_3,snomedct_us
adult-onset autosomal recessive sideroblastic anemia,class_3,snomedct_us
estren-dameshek anemia,class_3,snomedct_us
anemia due to vitamin b>6< deficiency,class_3,snomedct_us
"autoimmune hemolytic anemia, autoimmune thrombocytopenia, primary immunodeficiency syndrome",class_3,snomedct_us
aase syndrome,class_3,snomedct_us
anemia due to pantothenic deficiency,class_3,snomedct_us
history of aplastic anemia,class_3,snomedct_us
dyserythropoietic anemia with thrombocytopenia,class_3,snomedct_us
combined b12 and folate deficiency anemia,class_3,snomedct_us
nutritional anemia,class_3,snomedct_us
anemia following fetal blood loss,class_3,snomedct_us
g-6-pd class iv variant anemia,class_3,snomedct_us
hnsha due to diphosphoglycerate mutase deficiency,class_3,snomedct_us
anemia screening,class_3,snomedct_us
fanconi anemia,class_3,snomedct_us
megaloblastic anemia due to vitamin b>12< malabsorption with proteinuria,class_3,snomedct_us
achlorhydric anemia,class_3,snomedct_us
anemia due to disturbance of hemoglobin synthesis,class_3,snomedct_us
anemia in chronic kidney disease stage 4,class_3,snomedct_us
megaloblastic anemia due to drugs,class_3,snomedct_us
x-linked congenital dyserythropoietic anemia with thrombocytopenia,class_3,snomedct_us
g-6-pd class ii variant anemia,class_3,snomedct_us
myelodysplastic syndrome with excess blasts-1,class_3,snomedct_us
secondary autoimmune hemolytic anemia co-occurrent and due to chronic inflammatory disease,class_3,snomedct_us
hemolytic disease of fetus or newborn due to abo immunization,class_3,snomedct_us
anemia due to decreased red cell production,class_3,snomedct_us
microcytic normochromic anemia,class_3,snomedct_us
anemia of prematurity,class_3,snomedct_us
vitamin b12 deficiency anemia following total gastrectomy,class_3,snomedct_us
anemia co-occurrent with human immunodeficiency virus infection,class_3,snomedct_us
anemia due to heat,class_3,snomedct_us
hnsha due to glutathione synthetase deficiency,class_3,snomedct_us
primary cold-type hemolytic anemia,class_3,snomedct_us
g-6-pd class i variant anemia,class_3,snomedct_us
acquired aplastic anemia,class_3,snomedct_us
x chromosome-linked pyridoxine refractory sideroblastic anemia,class_3,snomedct_us
anemia in chronic kidney disease,class_3,snomedct_us
measurement of chicken anemia virus antibody,class_3,snomedct_us
acquired hemolytic anemia co-occurrent with human immunodeficiency virus infection,class_3,snomedct_us
"anemia, hemolytic",class_3,snomedct_us
hnsha due to glucose phosphate isomerase deficiency,class_3,snomedct_us
myasthenic syndrome due to pernicious anemia,class_3,snomedct_us
thiamine responsive megaloblastic anemia syndrome,class_3,snomedct_us
vegan's anemia,class_3,snomedct_us
megaloblastic anemia due to dihydrofolate reductase deficiency,class_3,snomedct_us
infectious salmon anemia virus,class_3,snomedct_us
normocytic anemia following acute bleed,class_3,snomedct_us
iron deficiency anemia due to increased requirement in adolescence,class_3,snomedct_us
hemolytic anemia of pregnancy,class_3,snomedct_us
immunologic aplastic anemia,class_3,snomedct_us
anemia of adrenal dysfunction,class_3,snomedct_us
anemia due to abnormality extrinsic to the red cell,class_3,snomedct_us
hemolytic anemia due to infection,class_3,snomedct_us
"deficiency anemias, excluding iron",class_3,snomedct_us
acquired iron deficiency anemia due to decreased absorption,class_3,snomedct_us
megaloblastic anemia due to hyperalimentation,class_3,snomedct_us
"drug-induced immune hemolytic anemia, immune complex type",class_3,snomedct_us
biermer's congenital pernicious anemia,class_3,snomedct_us
megaloblastic anemia due to congenital deficiency of intrinsic factor,class_3,snomedct_us
hypoplastic anemia,class_3,snomedct_us
hemolytic anemia due to babesiosis,class_3,snomedct_us
anemia due to chlorate,class_3,snomedct_us
megaloblastic anemia due to vitamin b>12< deficiency,class_3,snomedct_us
anemia due to disturbance of proliferation and/or differentiation of hematopoietic stem cells,class_3,snomedct_us
anemia due to copper,class_3,snomedct_us
anemia due to physical agent,class_3,snomedct_us
anemia due to arsenic hydride,class_3,snomedct_us
perinatal anemia,class_3,snomedct_us
"refractory anemia, without ringed sideroblasts, without excess blasts",class_3,snomedct_us
hereditary isolated aplastic anemia,class_3,snomedct_us
history of diamond-blackfan anemia,class_3,snomedct_us
anemia during the puerperium,class_3,snomedct_us
traumatic hemolytic anemia,class_3,snomedct_us
nutritional anemia of pregnancy,class_3,snomedct_us
anemia of chronic disease,class_3,snomedct_us
"anemia, diamond-blackfan",class_3,snomedct_us
sickle cell dactylitis,class_3,snomedct_us
non megaloblastic anemia associated with nutritional deficiency,class_3,snomedct_us
acute pure red cell aplasia,class_3,snomedct_us
acute megaloblastic anemia due to nitrous oxide,class_3,snomedct_us
anemia in mother complicating childbirth,class_3,snomedct_us
anemia due to starvation,class_3,snomedct_us
aplastic anemia associated with metabolic alteration,class_3,snomedct_us
secondary autoimmune hemolytic anemia co-occurrent and due to lymphoproliferative disorder,class_3,snomedct_us
chronic hemolytic anemia,class_3,snomedct_us
iron deficiency without anemia,class_3,snomedct_us
hemolytic anemia due to malaria,class_3,snomedct_us
ghosal hematodiaphyseal dysplasia,class_3,snomedct_us
hnsha due to triosephosphate isomerase deficiency,class_3,snomedct_us
microcytic anemia,class_3,snomedct_us
anemia caused by zidovudine,class_3,snomedct_us
microangiopathic hemolytic anemia,class_3,snomedct_us
megaloblastic anemia due to fish tapeworm,class_3,snomedct_us
thiamine-responsive megaloblastic anemia,class_3,snomedct_us
primaquine sensitivity anemia,class_3,snomedct_us
anemia due to radiation,class_3,snomedct_us
warm autoimmune hemolytic anemia,class_3,snomedct_us
secondary sideroblastic anemia due to disease,class_3,snomedct_us
"anemia, neonatal",class_3,snomedct_us
megaloblastic anemia of premature infant,class_3,snomedct_us
maternal autoimmune hemolytic anemia,class_3,snomedct_us
hemolytic anemia with emphysema and cutis laxa,class_3,snomedct_us
g-6-pd class v variant anemia,class_3,snomedct_us
microcytic hypochromic anemia (disorder),class_3,snomedct_us
"anemia, hemolytic, acquired",class_3,snomedct_us
"pancreatic insufficiency, dyserythropoietic anemia, calvarial hyperostosis syndrome",class_3,snomedct_us
hemolytic anemia due to bartonella,class_3,snomedct_us
h/o: anemia - iron deficient,class_3,snomedct_us
anemia due to oxygen,class_3,snomedct_us
autoimmune hemolytic anemia due to iga plus complement,class_3,snomedct_us
anemia due to vitamin e deficiency,class_3,snomedct_us
"hyperuricemia, anemia, renal failure syndrome",class_3,snomedct_us
macrocytic anemia of pregnancy,class_3,snomedct_us
refractory anemia with sideroblasts,class_3,snomedct_us
post gastrectomy iron deficiency anemia,class_3,snomedct_us
megaloblastic anemia due to hemodialysis,class_3,snomedct_us
anemia due to vitamin a deficiency,class_3,snomedct_us
anemia in ovarian carcinoma,class_3,snomedct_us
anemia due to isoimmunization,class_3,snomedct_us
vitamin c deficiency anemia,class_3,snomedct_us
severe congenital hypochromic anemia with ringed sideroblasts,class_3,snomedct_us
refractory anemia with excess blasts in transformation (clinical),class_3,snomedct_us
chicken anemia virus,class_3,snomedct_us
acute megaloblastic anemia due to severe illness,class_3,snomedct_us
refractory anaemia with excess blasts,class_3,snomedct_us
hnsha due to gamma glutamyl cysteine synthetase deficiency,class_3,snomedct_us
aplastic anemia due to chronic disease,class_3,snomedct_us
hemoglobin ss disease with crisis,class_3,snomedct_us
relative anemia,class_3,snomedct_us
anemia due to enzyme deficiency,class_3,snomedct_us
chronic anemia,class_3,snomedct_us
pure red-cell aplasia,class_3,snomedct_us
iron deficiency anemia due to dietary causes,class_3,snomedct_us
congenital hypoplastic anemia,class_3,snomedct_us
hemoglobin se disease,class_3,snomedct_us
sickle cell anemia in mother complicating childbirth,class_3,snomedct_us
anemia of renal disease,class_3,snomedct_us
megaloblastic anemia due to disease of small intestine,class_3,snomedct_us
megaloblastic anemia due to folate deficiency in prematurity,class_3,snomedct_us
aplastic anemia due to radiation,class_3,snomedct_us
anemia due to niacin deficiency,class_3,snomedct_us
"adenylate kinase deficiency, hemolytic anemia due to",class_3,snomedct_us
anemia due to blood loss,class_3,snomedct_us
aplastic anemia,class_3,snomedct_us
congenital bacterial pneumonia,class_4,snomedct_us
confluent pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7b,class_4,snomedct_us
"malaria, falciparum",class_4,snomedct_us
pneumonia due to gram negative bacteria,class_4,snomedct_us
no streptococcus pneumoniae isolated,class_4,snomedct_us
cyclic neutropenia,class_4,snomedct_us
sepsis screening,class_4,snomedct_us
sepsis caused by gonococcus,class_4,snomedct_us
streptococcus pneumoniae serogroup 25,class_4,snomedct_us
urban yellow fever,class_4,snomedct_us
sandfly fever sicilian virus,class_4,snomedct_us
rapid fall of fever,class_4,snomedct_us
visna-maedi virus,class_4,snomedct_us
neonatal sepsis caused by streptococcus,class_4,snomedct_us
pneumonia in typhoid fever,class_4,snomedct_us
staircase fever,class_4,snomedct_us
streptococcus pneumoniae capsular polysaccharide virulence factor,class_4,snomedct_us
"pneumonia, viral",class_4,snomedct_us
streptococcus pneumoniae danish serotype 1 capsular polysaccharide antigen conjugated,class_4,snomedct_us
boophilus annulatus,class_4,snomedct_us
cholesterol pneumonia,class_4,snomedct_us
scarlet fever streptococcus toxin,class_4,snomedct_us
mycobacterial pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 33e,class_4,snomedct_us
live attenuated yellow fever virus antigen,class_4,snomedct_us
pneumonia due to anaerobic bacteria,class_4,snomedct_us
recurrent pneumonia,class_4,snomedct_us
sepsis due to streptococcus suis,class_4,snomedct_us
aspiration pneumonia resulting from a procedure,class_4,snomedct_us
chloramphenicol-induced neutropenia,class_4,snomedct_us
streptococcus pneumoniae 19 antibody,class_4,snomedct_us
streptococcus pneumoniae danish serotype 19a igg,class_4,snomedct_us
sepsis of newborn due to group b streptococcus,class_4,snomedct_us
itaqui virus disease,class_4,snomedct_us
sepsis of neonate caused by streptococcus pyogenes,class_4,snomedct_us
bunyamwera virus disease,class_4,snomedct_us
requires a yellow fever vaccination,class_4,snomedct_us
spotted fever group rickettsiae ribonucleic acid assay,class_4,snomedct_us
