NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Pain of left sternoclavicular joint,C2108861,SNOMEDCT_US,pain,0
Pain of right sternoclavicular joint,C2108892,SNOMEDCT_US,pain,0
Pain of right acromioclavicular joint,C2218659,SNOMEDCT_US,pain,0
Pain during labor and delivery,C1301639,SNOMEDCT_US,pain,0
Complex regional pain syndrome type 2 of bilateral upper limbs,C4520444,SNOMEDCT_US,pain,0
Complex regional pain syndrome type 2 of bilateral lower limbs,C4520441,SNOMEDCT_US,pain,0
"Pain self-management deficit, acute",C0231387,SNOMEDCT_US,pain,0
"Pain self-management deficit, chronic",C0231388,SNOMEDCT_US,pain,0
Pain following administration of agent,C0458170,SNOMEDCT_US,pain,0
Pain on movement of uterus,C0567086,SNOMEDCT_US,pain,0
Pain on movement of pinna,C0576840,SNOMEDCT_US,pain,0
Pain on movement of skin,C0574747,SNOMEDCT_US,pain,0
Pain on movement of cervix,C0567231,SNOMEDCT_US,pain,0
Pain on movement of ovary,C0567259,SNOMEDCT_US,pain,0
Pain and sensation symptom findings,C0586408,SNOMEDCT_US,pain,0
Pain when milk coming in,C0423734,SNOMEDCT_US,pain,0
Pain finding at anatomical site,C0458087,SNOMEDCT_US,pain,0
Pain on abdominal wall movement,C0423655,SNOMEDCT_US,pain,0
Pain during inflow of dialysate,C0403568,SNOMEDCT_US,pain,0
Pain of left elbow joint,C2140799,SNOMEDCT_US,pain,0
Pain of left ankle joint,C2139394,SNOMEDCT_US,pain,0
Pain in left sacroiliac joint,C2129522,SNOMEDCT_US,pain,0
Pain of right ankle joint,C2200472,SNOMEDCT_US,pain,0
Pain in right sacroiliac joint,C2129521,SNOMEDCT_US,pain,0
Pain of right elbow joint,C2201434,SNOMEDCT_US,pain,0
Pain of head and neck region,C0578055,SNOMEDCT_US,pain,0
Catch - Finding of sensory dimension of pain,C0231617,MTH,pain,0
Complex regional pain syndrome type I of bilateral lower limbs,C4543353,SNOMEDCT_US,pain,0
Complex regional pain syndrome type I of bilateral upper limbs,C4543352,SNOMEDCT_US,pain,0
Pain on movement of lumbar spine,C0575448,SNOMEDCT_US,pain,0
Pain due to knee joint prosthesis,C0587242,SNOMEDCT_US,pain,0
Pain due to hip joint prosthesis,C0587241,SNOMEDCT_US,pain,0
Neck pain co-occurrent with neurological deficit following whiplash injury to neck,C4511382,SNOMEDCT_US,pain,0
Neck pain co-occurrent with neck stiffness following whiplash injury to neck,C4510716,SNOMEDCT_US,pain,0
Pain characterized by provoking factor,C1960719,SNOMEDCT_US,pain,0
Pain of left lower leg,C4751092,SNOMEDCT_US,pain,3
Pain radiating to lower abdomen,C1960986,SNOMEDCT_US,pain,0
Pain radiating to left arm,C1960981,SNOMEDCT_US,pain,0
Pain radiating to left flank,C1960982,SNOMEDCT_US,pain,0
Pain radiating to left shoulder,C1960984,SNOMEDCT_US,pain,0
Pain radiating to left leg,C1960983,SNOMEDCT_US,pain,0
Pain relief related to position,C1997553,SNOMEDCT_US,pain,0
Pain relief by sitting up,C1996974,SNOMEDCT_US,pain,0
Pain of left shoulder blade,C4281061,SNOMEDCT_US,pain,0
Pain of right lower leg,C4751096,SNOMEDCT_US,pain,0
Pain radiating to middle abdomen,C1960988,SNOMEDCT_US,pain,0
Pain radiating to right flank,C1960991,SNOMEDCT_US,pain,0
Pain radiating to right shoulder,C1960993,SNOMEDCT_US,pain,0
Pain radiating to upper abdomen,C1960997,SNOMEDCT_US,pain,0
Pain characterized by relieving factor,C1961000,SNOMEDCT_US,pain,0
Pain radiating to right arm,C1960990,SNOMEDCT_US,pain,0
Pain radiating to right leg,C1960992,SNOMEDCT_US,pain,10
Pain of right shoulder blade,C4281062,SNOMEDCT_US,pain,0
Pain relief by supine position,C1998080,SNOMEDCT_US,pain,0
Pain relief by lowering leg,C4545333,SNOMEDCT_US,pain,0
Pain disorder with psychological factor,C3698088,SNOMEDCT_US,pain,0
Pain onset during moderate exercise,C1998269,SNOMEDCT_US,pain,0
Assessment using Pain Catastrophizing Scale,C4275195,SNOMEDCT_US,pain,0
Pain self efficacy questionnaire score,C2959913,SNOMEDCT_US,pain,0
Pain-relief microcurrent skin patch,C3875650,SNOMEDCT_US,pain,0
Pain-relief phototherapy skin patch,C3875883,SNOMEDCT_US,pain,0
Pain management medication delivery system,C3876285,SNOMEDCT_US,pain,0
Assessment using Abbey Pain Scale,C4749357,SNOMEDCT_US,pain,0
Neck pain co-occurrent with tenderness of neck following whiplash injury to neck,C4518428,SNOMEDCT_US,pain,0
Bilateral lower limb atherosclerosis pain at rest co-occurrent and due to atherosclerosis,C4706621,SNOMEDCT_US,pain,0
Pain management medication delivery system pump,C3876284,SNOMEDCT_US,pain,0
Pain of bilateral knee regions,C5549683,SNOMEDCT_US,pain,0
Pain of bilateral upper limbs,C4281049,SNOMEDCT_US,pain,0
Pain of bilateral sternoclavicular joints,C4721065,SNOMEDCT_US,pain,0
Pain management education for family,C3494917,SNOMEDCT_US,pain,0
Pain management education of caregiver,C3494918,SNOMEDCT_US,pain,0
Pain on movement of cervical spine,C0575253,SNOMEDCT_US,pain,0
Pain on movement of skeletal muscle,C0575069,SNOMEDCT_US,pain,0
Pain on movement of thoracic spine,C0575354,SNOMEDCT_US,pain,0
Pain due to shoulder joint prosthesis,C0587243,SNOMEDCT_US,pain,0
Pain of joint of left foot,C3650255,SNOMEDCT_US,pain,0
Pain of joint of right foot,C3650253,SNOMEDCT_US,pain,0
Chronic pain of cardiac implantable electronic device pocket following implantation of cardiac implantable electronic device,C5566577,SNOMEDCT_US,pain,0
Pain in lower limb on elevation,C3872811,SNOMEDCT_US,pain,0
Pain in left abdominal lumbar region,C5439499,SNOMEDCT_US,pain,0
Pain radiating to center of chest,C1960978,SNOMEDCT_US,pain,0
Pain in symphysis pubis in pregnancy,C2315195,SNOMEDCT_US,pain,0
Pain Assessment in Advanced Dementia Scale,C4274791,SNOMEDCT_US,pain,0
Pain due to enlargement of spleen,C5394771,SNOMEDCT_US,pain,0
Pain in lumbar region on palpation,C5395122,SNOMEDCT_US,pain,0
Pain in epigastric region on palpation,C5395120,SNOMEDCT_US,pain,0
Pain on passive stretch of joint,C1997119,SNOMEDCT_US,pain,0
Pain in abdominal region on palpation,C5395121,SNOMEDCT_US,pain,0
Pain in right abdominal lumbar region,C5439500,SNOMEDCT_US,pain,0
Pain management medication delivery system handpiece,C3876282,SNOMEDCT_US,pain,0
Pain management medication delivery system cassette,C3876283,SNOMEDCT_US,pain,0
Alert Confusion Voice Pain Unresponsiveness scale,C5438652,SNOMEDCT_US,pain,0
Pain radiating to left side of chest,C1960985,SNOMEDCT_US,pain,0
Pain radiating to right side of chest,C1960994,SNOMEDCT_US,pain,0
Pain of toe of left foot,C4280824,SNOMEDCT_US,pain,0
Pain in finger of left hand,C4280993,SNOMEDCT_US,pain,0
Pain in fingers of bilateral hands,C4280992,SNOMEDCT_US,pain,0
Pain in finger of right hand,C4280994,SNOMEDCT_US,pain,0
Pain of toes of bilateral feet,C4280834,SNOMEDCT_US,pain,0
Pain of toe of right foot,C4280825,SNOMEDCT_US,pain,0
Pain of amputation stump of right upper limb,C3864142,SNOMEDCT_US,pain,0
Pain on application of pressure to tooth,C5396283,SNOMEDCT_US,pain,0
Pain in left lumbar region of back,C5439496,SNOMEDCT_US,pain,0
Pain radiating to lumbar region of back,C1960987,SNOMEDCT_US,pain,0
Pain in right lumbar region of back,C5439497,SNOMEDCT_US,pain,0
Pain radiating to thoracic region left side,C1960995,SNOMEDCT_US,pain,0
Pain radiating to thoracic region right side,C1960996,SNOMEDCT_US,pain,0
Pain in lymph nodes after alcohol consumption,C1277603,SNOMEDCT_US,pain,0
Pain during regional anesthesia for cesarean section,C1301801,SNOMEDCT_US,pain,0
Alert Confusion Voice Pain Unresponsive scale score,C5438653,SNOMEDCT_US,pain,0
Metatarsalgia,C0025587,MSH,pain,0
Pain of joint of left lower leg,C4280831,SNOMEDCT_US,pain,0
Pain of joint of right lower leg,C4280832,SNOMEDCT_US,pain,0
Pain of joint of bilateral lower legs,C4281048,SNOMEDCT_US,pain,0
complex regional pain syndrome type I of both upper limbs,C3646466,MTH,pain,0
Pain of amputation stump of left lower limb,C5547595,SNOMEDCT_US,pain,0
Pain due to varicose veins of lower extremity,C3873641,SNOMEDCT_US,pain,0
Pain on flushing of implanted venous access device,C3697907,SNOMEDCT_US,pain,0
Pain of amputation stump of left upper limb,C5547593,SNOMEDCT_US,pain,0
Pain of amputation stump of right lower limb,C5547596,SNOMEDCT_US,pain,0
Swallowing painful,C0221150,SNOMEDCT_US,pain,0
Dyspareunia (female),C0013394,MTH,pain,0
Pain in testicle as late effect of injury to testicle,C2711897,SNOMEDCT_US,pain,0
Pain of left hand due to and following cerebrovascular accident,C4520349,SNOMEDCT_US,pain,0
Pain of right hand due to and following cerebrovascular accident,C4520352,SNOMEDCT_US,pain,0
Pain of left lower limb co-occurrent and due to ischemia,C4303596,SNOMEDCT_US,pain,0
Pain of bilateral lower limbs co-occurrent and due to ischemia,C4303597,SNOMEDCT_US,pain,0
Pain of right lower limb co-occurrent and due to ischemia,C4303595,SNOMEDCT_US,pain,0
Pain at rest of left lower limb co-occurrent and due to atherosclerosis,C4303601,SNOMEDCT_US,pain,0
Pain at rest of right lower limb co-occurrent and due to atherosclerosis,C4303598,SNOMEDCT_US,pain,0
Dyspareunia,C1384606,MTH,pain,0
Pain of bilateral upper limbs co-occurrent and due to ischemia,C4520232,SNOMEDCT_US,pain,0
Dyschezia,C0237326,MTH,pain,0
Pain at rest of left upper limb co-occurrent and due to atherosclerosis,C4520234,SNOMEDCT_US,pain,0
Pain at rest of right upper limb co-occurrent and due to atherosclerosis,C4520235,SNOMEDCT_US,pain,0
Pain at rest of left lower limb co-occurrent and due to atherosclerosis of bypass graft,C4520233,SNOMEDCT_US,pain,0
Pain at rest of right lower limb co-occurrent and due to atherosclerosis of bypass graft,C4520231,SNOMEDCT_US,pain,0
Growing pains,C0423693,SNOMEDCT_US,pain,0
Breastfeeding painful,C0558161,SNOMEDCT_US,pain,0
After pains,C0423732,SNOMEDCT_US,pain,0
False labor pains,C0474369,SNOMEDCT_US,pain,0
Generalized acute body pains,C0686728,SNOMEDCT_US,pain,0
Generalized chronic body pains,C0686729,SNOMEDCT_US,pain,0
Suxamethonium pains,C0456669,SNOMEDCT_US,pain,0
Musculoskeletal decompression sickness,C0413270,SNOMEDCT_US,pain,0
Cryalgesia,C0522243,SNOMEDCT_US,pain,0
Onset of contractions,C0426197,SNOMEDCT_US,pain,0
Mastodynia of bilateral breasts,C2032146,SNOMEDCT_US,pain,0
Pulpalgia,C3696893,SNOMEDCT_US,pain,0
